STATE;STATENAME;ST_CASE;VE_TOTAL;VE_FORMS;PVH_INVL;PEDS;PERSONS;PERMVIT;PERNOTMVIT;COUNTY;COUNTYNAME;CITY;CITYNAME;DAY;DAYNAME;MONTH;MONTHNAME;YEAR;DAY_WEEK;DAY_WEEKNAME;HOUR;HOURNAME;MINUTE;MINUTENAME;NHS;NHSNAME;ROUTE;ROUTENAME;TWAY_ID;TWAY_ID2;RUR_URB;RUR_URBNAME;FUNC_SYS;FUNC_SYSNAME;RD_OWNER;RD_OWNERNAME;MILEPT;MILEPTNAME;LATITUDE;LATITUDENAME;LONGITUD;LONGITUDNAME;SP_JUR;SP_JURNAME;HARM_EV;HARM_EVNAME;MAN_COLL;MAN_COLLNAME;RELJCT1;RELJCT1NAME;RELJCT2;RELJCT2NAME;TYP_INT;TYP_INTNAME;WRK_ZONE;WRK_ZONENAME;REL_ROAD;REL_ROADNAME;LGT_COND;LGT_CONDNAME;WEATHER1;WEATHER1NAME;WEATHER2;WEATHER2NAME;WEATHER;WEATHERNAME;SCH_BUS;SCH_BUSNAME;RAIL;RAILNAME;NOT_HOUR;NOT_HOURNAME;NOT_MIN;NOT_MINNAME;ARR_HOUR;ARR_HOURNAME;ARR_MIN;ARR_MINNAME;HOSP_HR;HOSP_HRNAME;HOSP_MN;HOSP_MNNAME;CF1;CF1NAME;CF2;CF2NAME;CF3;CF3NAME;FATALS;DRUNK_DR
39;Ohio;391069;1;1;0;0;2;2;0;153;SUMMIT (153);70;AKRON;1;1;12;December;2019;1;Sunday;0;0:00am-0:59am;30;30;0;This section IS NOT on the NHS;4;County Road;CR-631 N HOWARD ST;FREDERICK AVE;2;Urban;5;Major Collector;2;County Highway Agency;0;None;41.09735278;41.09735278;-81.51563889;-81.51563889;0;No Special Jurisdiction;33;Curb;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;3;Dark - Lighted;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;0;0:00am-0:59am;32;32;0;0:00am-0:59am;34;34;0;0:00am-0:59am;49;49;0;None;0;None;0;None;2;1
39;Ohio;391077;1;1;0;1;1;1;1;169;WAYNE (169);9140;WOOSTER;26;26;12;December;2019;5;Thursday;15;3:00pm-3:59pm;19;19;0;This section IS NOT on the NHS;5;Local Street - Township;TR-113 MELROSE DR;WILDWOOD DR;2;Urban;4;Minor Arterial;3;Town or Township Highway Agency;0;None;40.83859722;40.83859722;-81.91568611;-81.91568611;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;15;3:00pm-3:59pm;19;19;15;3:00pm-3:59pm;25;25;15;3:00pm-3:59pm;42;42;0;None;0;None;0;None;1;0
39;Ohio;391082;1;1;0;1;1;1;1;85;LAKE (85);0;NOT APPLICABLE;30;30;12;December;2019;2;Monday;18;6:00pm-6:59pm;25;25;1;This section IS ON the NHS;2;U.S. Highway;US-20 RIDGE RD;CR-13 GREEN RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;266;266;41.80095556;41.80095556;-81.07383611;-81.07383611;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;18;6:00pm-6:59pm;25;25;18;6:00pm-6:59pm;32;32;18;6:00pm-6:59pm;42;42;0;None;0;None;0;None;1;1
40;Oklahoma;400081;2;2;0;0;2;2;0;125;POTTAWATOMIE (125);0;NOT APPLICABLE;13;13;3;March;2019;4;Wednesday;7;7:00am-7:59am;3;3;1;This section IS ON the NHS;1;Interstate;I-40 OFF-RAMP;US-177;1;Rural;1;Interstate;1;State Highway Agency;0;None;35.38448611;35.38448611;-97.00052222;-97.00052222;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;7;7:00am-7:59am;1;1;7;7:00am-7:59am;6;6;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400088;2;2;0;0;3;3;0;5;ATOKA (5);0;NOT APPLICABLE;25;25;3;March;2019;2;Monday;7;7:00am-7:59am;5;5;1;This section IS ON the NHS;2;U.S. Highway;US-69;CR-FREDS FISHCAMP;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;95;95;34.4879;34.4879;-96.0488;-96.0488;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;4;Dawn;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;7;7:00am-7:59am;5;5;7;7:00am-7:59am;17;17;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400101;2;2;0;0;3;3;0;143;TULSA (143);4780;TULSA;16;16;3;March;2019;7;Saturday;12;12:00pm-12:59pm;16;16;1;This section IS ON the NHS;2;U.S. Highway;US-169 EXIT RAMP;E ADMIRAL PL;2;Urban;2;Principal Arterial - Other Freeways and Expressways;1;State Highway Agency;0;None;36.1606;36.1606;-95.8603;-95.8603;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;12;12:00pm-12:59pm;15;15;12;12:00pm-12:59pm;20;20;13;1:00pm-1:59pm;2;2;0;None;0;None;0;None;1;0
40;Oklahoma;400102;2;2;0;0;3;3;0;13;BRYAN (13);0;NOT APPLICABLE;22;22;3;March;2019;6;Friday;15;3:00pm-3:59pm;10;10;1;This section IS ON the NHS;2;U.S. Highway;US-70;CR-RANGER STATION RD;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;27;27;33.9988;33.9988;-96.5871;-96.5871;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;15;3:00pm-3:59pm;11;11;15;3:00pm-3:59pm;47;47;17;5:00pm-5:59pm;19;19;0;None;0;None;0;None;1;0
40;Oklahoma;400118;2;2;0;0;2;2;0;27;CLEVELAND (27);3420;NOBLE;3;3;2;February;2019;1;Sunday;11;11:00am-11:59am;0;0;0;This section IS NOT on the NHS;4;County Road;CR-MAGUIRE RD;48TH ST;2;Urban;7;Local;2;County Highway Agency;0;None;35.13139722;35.13139722;-97.37077778;-97.37077778;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;11;11:00am-11:59am;5;5;11;11:00am-11:59am;8;8;11;11:00am-11:59am;37;37;0;None;0;None;0;None;1;0
40;Oklahoma;400140;3;3;0;0;4;4;0;101;MUSKOGEE (101);0;NOT APPLICABLE;7;7;4;April;2019;1;Sunday;12;12:00pm-12:59pm;56;56;1;This section IS ON the NHS;2;U.S. Highway;US-69;CR-OKTAHA RD;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;104;104;35.6793;35.6793;-95.415;-95.415;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;12;12:00pm-12:59pm;53;53;13;1:00pm-1:59pm;6;6;14;2:00pm-2:59pm;0;0;0;None;0;None;0;None;1;0
40;Oklahoma;400147;2;2;0;0;3;3;0;109;OKLAHOMA (109);3550;OKLAHOMA CITY;14;14;5;May;2019;3;Tuesday;21;9:00pm-9:59pm;20;20;0;This section IS NOT on the NHS;6;Local Street - Municipality;S MERIDIAN AVE;SW 22ND ST;2;Urban;3;Principal Arterial - Other;4;City or Municipal Highway Agency;0;None;35.44245278;35.44245278;-97.60106389;-97.60106389;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;21;9:00pm-9:59pm;21;21;21;9:00pm-9:59pm;28;28;21;9:00pm-9:59pm;51;51;0;None;0;None;0;None;1;2
40;Oklahoma;400154;2;2;0;0;5;5;0;117;PAWNEE (117);0;NOT APPLICABLE;15;15;5;May;2019;4;Wednesday;10;10:00am-10:59am;33;33;0;This section IS NOT on the NHS;3;State Highway;SR-64;SR-18;1;Rural;4;Minor Arterial;1;State Highway Agency;107;107;36.315;36.315;-96.7792;-96.7792;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;10;10:00am-10:59am;41;41;11;11:00am-11:59am;16;16;11;11:00am-11:59am;16;16;0;None;0;None;0;None;2;0
40;Oklahoma;400167;1;1;0;0;1;1;0;135;SEQUOYAH (135);0;NOT APPLICABLE;24;24;5;May;2019;6;Friday;99;Unknown Hours;99;Unknown Minutes;1;This section IS ON the NHS;1;Interstate;I-40 EXIT RAMP;SR-64D;1;Rural;1;Interstate;1;State Highway Agency;0;None;35.4495;35.4495;-94.4421;-94.4421;0;No Special Jurisdiction;34;Ditch;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;1;Yes;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;14;2:00pm-2:59pm;27;27;14;2:00pm-2:59pm;34;34;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400171;2;2;0;0;6;6;0;89;MCCURTAIN (89);2370;IDABEL;22;22;3;March;2019;6;Friday;17;5:00pm-5:59pm;22;22;1;This section IS ON the NHS;2;U.S. Highway;US-70;NE LINCOLN RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;33.89545278;33.89545278;-94.78944444;-94.78944444;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
40;Oklahoma;400195;2;2;0;0;3;3;0;51;GRADY (51);0;NOT APPLICABLE;28;28;4;April;2019;1;Sunday;19;7:00pm-7:59pm;43;43;1;This section IS ON the NHS;2;U.S. Highway;US-81;CR-1320;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;30;30;35.1022;35.1022;-97.9614;-97.9614;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;2;Front-to-Front;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;19;7:00pm-7:59pm;43;43;19;7:00pm-7:59pm;46;46;20;8:00pm-8:59pm;9;9;0;None;0;None;0;None;1;0
40;Oklahoma;400231;1;1;0;0;1;1;0;135;SEQUOYAH (135);0;NOT APPLICABLE;5;5;7;July;2019;6;Friday;20;8:00pm-8:59pm;42;42;0;This section IS NOT on the NHS;4;County Road;CR-E1090;CR-S4680;1;Rural;5;Major Collector;2;County Highway Agency;66;66;35.4345;35.4345;-94.6914;-94.6914;0;No Special Jurisdiction;1;Rollover/Overturn;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;39;39;20;8:00pm-8:59pm;59;59;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400234;2;2;0;0;3;3;0;109;OKLAHOMA (109);3550;OKLAHOMA CITY;26;26;4;April;2019;6;Friday;17;5:00pm-5:59pm;14;14;0;This section IS NOT on the NHS;6;Local Street - Municipality;N COUNCIL RD;NW 28TH TERR;2;Urban;3;Principal Arterial - Other;4;City or Municipal Highway Agency;0;None;35.497375;35.497375;-97.65427778;-97.65427778;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;17;5:00pm-5:59pm;17;17;17;5:00pm-5:59pm;22;22;17;5:00pm-5:59pm;55;55;0;None;0;None;0;None;1;1
40;Oklahoma;400238;2;2;0;0;4;4;0;109;OKLAHOMA (109);4406;SPENCER;4;4;7;July;2019;5;Thursday;17;5:00pm-5:59pm;5;5;0;This section IS NOT on the NHS;6;Local Street - Municipality;N DOUGLAS BLVD;BENTREE COUNTRY WAY;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;35.4995;35.4995;-97.3709;-97.3709;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;17;5:00pm-5:59pm;4;4;17;5:00pm-5:59pm;4;4;18;6:00pm-6:59pm;3;3;0;None;0;None;0;None;1;1
40;Oklahoma;400244;2;2;0;0;3;3;0;85;LOVE (85);0;NOT APPLICABLE;12;12;7;July;2019;6;Friday;23;11:00pm-11:59pm;41;41;0;This section IS NOT on the NHS;4;County Road;CR-MERLE WOLFE;CR-RIVER RIDGE;1;Rural;7;Local;2;County Highway Agency;0;None;33.7489;33.7489;-97.1358;-97.1358;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;23;11:00pm-11:59pm;45;45;23;11:00pm-11:59pm;47;47;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400246;2;2;0;0;3;3;0;47;GARFIELD (47);1550;ENID;26;26;4;April;2019;6;Friday;16;4:00pm-4:59pm;53;53;0;This section IS NOT on the NHS;6;Local Street - Municipality;S OAKWOOD;PROSPECT;2;Urban;7;Local;4;City or Municipal Highway Agency;0;None;36.39631944;36.39631944;-97.92586944;-97.92586944;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;11;Other;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;17;5:00pm-5:59pm;9;9;17;5:00pm-5:59pm;51;51;18;6:00pm-6:59pm;39;39;0;None;0;None;0;None;1;0
40;Oklahoma;400256;3;3;0;0;7;7;0;143;TULSA (143);4780;TULSA;17;17;7;July;2019;4;Wednesday;17;5:00pm-5:59pm;45;45;0;This section IS NOT on the NHS;6;Local Street - Municipality;MARTIN LUTHER KING JR BLVD;E 31ST ST N;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;36.1987;36.1987;-95.9935;-95.9935;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;17;5:00pm-5:59pm;49;49;17;5:00pm-5:59pm;56;56;18;6:00pm-6:59pm;15;15;0;None;0;None;0;None;1;0
40;Oklahoma;400269;2;2;0;0;3;3;0;121;PITTSBURG (121);0;NOT APPLICABLE;23;23;7;July;2019;3;Tuesday;19;7:00pm-7:59pm;59;59;0;This section IS NOT on the NHS;2;U.S. Highway;US-270;INDIAN NATION TPK OFF-RAMP;1;Rural;4;Minor Arterial;1;State Highway Agency;146;146;34.9489;34.9489;-95.8457;-95.8457;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;0;0;20;8:00pm-8:59pm;9;9;20;8:00pm-8:59pm;37;37;0;None;0;None;0;None;1;0
40;Oklahoma;400293;1;1;0;0;1;1;0;135;SEQUOYAH (135);0;NOT APPLICABLE;15;15;8;August;2019;5;Thursday;7;7:00am-7:59am;33;33;0;This section IS NOT on the NHS;3;State Highway;SR-141;CR-4650;1;Rural;5;Major Collector;1;State Highway Agency;31;31;35.3764;35.3764;-94.7437;-94.7437;0;No Special Jurisdiction;59;Traffic Sign Support;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;7;7:00am-7:59am;33;33;7;7:00am-7:59am;48;48;8;8:00am-8:59am;43;43;0;None;0;None;0;None;1;0
40;Oklahoma;400296;2;2;0;0;2;2;0;23;CHOCTAW (23);0;NOT APPLICABLE;12;12;7;July;2019;6;Friday;13;1:00pm-1:59pm;11;11;1;This section IS ON the NHS;2;U.S. Highway;US-271;US-70;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;0;None;34.0402;34.0402;-95.6258;-95.6258;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;13;1:00pm-1:59pm;11;11;13;1:00pm-1:59pm;40;40;14;2:00pm-2:59pm;40;40;0;None;0;None;0;None;1;0
40;Oklahoma;400308;2;2;0;0;3;3;0;37;CREEK (37);0;NOT APPLICABLE;11;11;7;July;2019;5;Thursday;10;10:00am-10:59am;54;54;0;This section IS NOT on the NHS;3;State Highway;SR-99;CR-W 21ST ST;1;Rural;5;Major Collector;1;State Highway Agency;10;10;36.1337;36.1337;-96.5729;-96.5729;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;4;Work Zone, Type Unknown;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;11;11:00am-11:59am;27;27;11;11:00am-11:59am;46;46;12;12:00pm-12:59pm;37;37;0;None;0;None;0;None;1;0
40;Oklahoma;400310;2;2;0;0;2;2;0;109;OKLAHOMA (109);3170;MIDWEST CITY;2;2;8;August;2019;6;Friday;12;12:00pm-12:59pm;59;59;0;This section IS NOT on the NHS;2;U.S. Highway;US-62;HUGHSON AVE;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;35.49317222;35.49317222;-97.41295278;-97.41295278;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;2;Front-to-Front;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
40;Oklahoma;400315;2;2;0;0;2;2;0;143;TULSA (143);4780;TULSA;30;30;5;May;2019;5;Thursday;15;3:00pm-3:59pm;5;5;0;This section IS NOT on the NHS;6;Local Street - Municipality;E 91ST ST;S DARLINGTON AVE;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;36.03186111;36.03186111;-95.91699444;-95.91699444;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;15;3:00pm-3:59pm;2;2;15;3:00pm-3:59pm;9;9;15;3:00pm-3:59pm;35;35;0;None;0;None;0;None;1;1
40;Oklahoma;400324;2;2;0;0;2;2;0;131;ROGERS (131);990;CLAREMORE;30;30;5;May;2019;5;Thursday;13;1:00pm-1:59pm;26;26;0;This section IS NOT on the NHS;3;State Highway;SR-20;N DOROTHY AVE;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;36.30737778;36.30737778;-95.599275;-95.599275;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;13;1:00pm-1:59pm;30;30;13;1:00pm-1:59pm;52;52;14;2:00pm-2:59pm;37;37;0;None;0;None;0;None;1;0
40;Oklahoma;400330;1;1;0;1;1;1;1;109;OKLAHOMA (109);3550;OKLAHOMA CITY;21;21;8;August;2019;4;Wednesday;22;10:00pm-10:59pm;24;24;0;This section IS NOT on the NHS;6;Local Street - Municipality;W HEFNER RD;DOROTHY DR;2;Urban;4;Minor Arterial;4;City or Municipal Highway Agency;0;None;35.5802;35.5802;-97.629;-97.629;0;No Special Jurisdiction;9;Pedalcyclist;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;22;10:00pm-10:59pm;25;25;22;10:00pm-10:59pm;28;28;22;10:00pm-10:59pm;56;56;0;None;0;None;0;None;1;0
40;Oklahoma;400339;2;2;0;0;2;2;0;61;HASKELL (61);0;NOT APPLICABLE;12;12;9;September;2019;5;Thursday;15;3:00pm-3:59pm;54;54;0;This section IS NOT on the NHS;3;State Highway;SR-9;CR-FISH CREEK RD;1;Rural;4;Minor Arterial;1;State Highway Agency;49;49;35.2536;35.2536;-95.1504;-95.1504;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;15;3:00pm-3:59pm;57;57;16;4:00pm-4:59pm;31;31;17;5:00pm-5:59pm;10;10;0;None;0;None;0;None;1;0
40;Oklahoma;400360;1;1;0;1;2;2;1;109;OKLAHOMA (109);3550;OKLAHOMA CITY;22;22;9;September;2019;1;Sunday;1;1:00am-1:59am;5;5;0;This section IS NOT on the NHS;6;Local Street - Municipality;W WILSHIRE;LYREWOOD LN;2;Urban;7;Local;4;City or Municipal Highway Agency;0;None;35.55111944;35.55111944;-97.63034167;-97.63034167;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;1;1:00am-1:59am;6;6;1;1:00am-1:59am;12;12;1;1:00am-1:59am;41;41;0;None;0;None;0;None;1;0
40;Oklahoma;400365;1;1;0;0;1;1;0;85;LOVE (85);0;NOT APPLICABLE;25;25;9;September;2019;4;Wednesday;14;2:00pm-2:59pm;47;47;0;This section IS NOT on the NHS;2;U.S. Highway;US-77;CR-ACE LN;1;Rural;5;Major Collector;1;State Highway Agency;7;7;33.9509;33.9509;-97.1262;-97.1262;0;No Special Jurisdiction;1;Rollover/Overturn;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
40;Oklahoma;400370;2;2;0;0;3;3;0;17;CANADIAN (17);3320;MUSTANG;22;22;2;February;2019;6;Friday;17;5:00pm-5:59pm;26;26;0;This section IS NOT on the NHS;3;State Highway;SR-4;W BRANCHES WAY;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;0;None;35.39861389;35.39861389;-97.72461389;-97.72461389;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;17;5:00pm-5:59pm;28;28;17;5:00pm-5:59pm;29;29;18;6:00pm-6:59pm;10;10;0;None;0;None;0;None;1;0
40;Oklahoma;400372;2;2;0;0;2;2;0;125;POTTAWATOMIE (125);4300;SHAWNEE;11;11;4;April;2019;5;Thursday;21;9:00pm-9:59pm;0;0;0;This section IS NOT on the NHS;6;Local Street - Municipality;W FEDERAL ST;N POTTENGER AVE;2;Urban;7;Local;4;City or Municipal Highway Agency;0;None;35.35448333;35.35448333;-96.93297222;-96.93297222;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;9;Rear-to-Side;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;20;8:00pm-8:59pm;30;30;21;9:00pm-9:59pm;1;1;21;9:00pm-9:59pm;48;48;0;None;0;None;0;None;1;0
40;Oklahoma;400421;2;2;0;0;4;4;0;147;WASHINGTON (147);300;BARTLESVILLE;16;16;7;July;2019;3;Tuesday;12;12:00pm-12:59pm;36;36;0;This section IS NOT on the NHS;6;Local Street - Municipality;SANTA FE AVE;14TH ST;2;Urban;7;Local;4;City or Municipal Highway Agency;0;None;36.73891389;36.73891389;-95.98424167;-95.98424167;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
